hhid,region,langue,s05q01,s05q02,s05q03,s05q03_autre,s05q04,s05q04_autre,s05q05,s05q06,s05q07,s05q07a,s04q7a_autre,s05q08,s05q08a,s05q09__0,s05q09__1,s05q09__2,s05q09__3,s05q09__4,s05q09__5,s05q09__6,s05q09__7,s05q09__8,s05q09__9,s05q09__10,s05q09__11,s05q09__12,s05q09__13,s05q09__14,s05q09__15,s05q09__16,s05q09__17,s05q09__18,s05q09__19,s05q09__20,s05q09__21,s05q09__22,s05q09__23,s05q09__24,s05q09__25,s05q09__26,s05q09__27,s05q09__28,s05q09__29,s05q09__30,s05q09__31,s05q09__32,s05q09__33,s05q09__34,s05q09__35,s05q09__36,s05q09__37,s05q09__38,s05q09__39,s05q09__40,s05q09__41,s05q09__42,s05q09__43,s05q09__44,s05q09__45,s05q09__46,s05q09__47,s05q09__48,s05q09__49,s05q09__50,s05q09__51,s05q09__52,s05q09__53,s05q09__54,s05q09__55,s05q09__56,s05q09__57,s05q09__58,s05q09__59,s05q10,s05q11,s05q12,s05q13,s05q13_autre,s05q14,s05q15,s05q16,s05q16_autre,s05q17,s05q18,s05q19,s05q20,s05q21,s05q22,s00q01,s00q04,p0,hhweight_covid,domaine_residence
10840011,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,392.77984619140625,Bamako
10840012,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",gardien,"AUTRE, SPECIFIER",gardienage,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,392.77984619140625,Bamako
10860001,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10860002,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10860003,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10860004,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10860005,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10860006,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Pauvres,816.1378173828125,Bamako
10860007,Bamako,Bambara/Malinké,NON,OUI,ACTIVITE A l'ARRET(ENTREPRISE ou ADMINISTRATION),,ADMINISTRATION PUBLIQUE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10860008,Bamako,Bambara/Malinké,NON,OUI,RETRAITE,,EDUCATION,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10860009,Bamako,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,CONSTRUCTION,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Pauvres,816.1378173828125,Bamako
10860010,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",société,"AUTRE, SPECIFIER",entretien à l'aéroport,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10860011,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10860012,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,TRANSPORTS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,881.1929931640625,Bamako
10890001,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10890002,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",formateur economiste,ACTIVITES TECHNIQUES ET SCIENTIFIQU,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,OUI,RESTE LES MEMES,PLUS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10890003,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,EDUCATION,,,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Bamako,Urbain,Pauvres,624.2294921875,Bamako
10890005,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10890006,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10890007,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",COVID,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10890008,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10890009,Bamako,Français,NON,NON,,,,,,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10890010,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10890011,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10890012,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,673.9874267578125,Bamako
10900001,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900002,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900003,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900004,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,AUGMENTE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900005,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900006,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,NON,Paiement normal complet,COVID-19,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900007,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900008,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900009,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,SERVICES PERSONNELS,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900011,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10900012,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,670.57196044921875,Bamako
10930001,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",gardien de la mosquee,AGRICULTURE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Pauvres,609.46728515625,Bamako
10930002,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930003,Bamako,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",Covid 19,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930004,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930005,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,MANQUE DE MATIERES PREMIERES,,OUI,OUI,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930006,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930007,Bamako,Bambara/Malinké,NON,OUI,TRAVAIL SAISONNIER,,ADMINISTRATION PUBLIQUE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930008,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",Enseignant,EDUCATION,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930009,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",messentent entre les chef entreprise,ADMINISTRATION PUBLIQUE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930010,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930011,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,AGRICULTURE,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10930012,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,658.04852294921875,Bamako
10940001,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,523.7064208984375,Bamako
10940003,Bamako,Français,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,523.7064208984375,Bamako
10940004,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,523.7064208984375,Bamako
10940006,Bamako,Français,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,523.7064208984375,Bamako
10940007,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,523.7064208984375,Bamako
10940010,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,523.7064208984375,Bamako
10960001,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,ELECTRICITE/EAU/GAS/DECHETS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960002,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960003,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,EDUCATION,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960004,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,TRANSPORTS,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960005,Bamako,Bambara/Malinké,NON,OUI,ACTIVITE A l'ARRET(ENTREPRISE ou ADMINISTRATION),,"AUTRE, SPECIFIER",enseignant,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960006,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,OUI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960007,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,COMMERCE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960008,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960009,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960010,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960011,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10960012,Bamako,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Plus élevé que d'habitude,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,708.1422119140625,Bamako
10990001,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,499.798095703125,Bamako
10990002,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,499.798095703125,Bamako
10990003,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,499.798095703125,Bamako
10990005,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",Panne vehicule taxi,TRANSPORTS,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,499.798095703125,Bamako
10990007,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,499.798095703125,Bamako
10990008,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,NON,Aucun paiement,COVID-19,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,499.798095703125,Bamako
10990009,Bamako,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,499.798095703125,Bamako
10990010,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,COMMERCE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,499.798095703125,Bamako
